System_Type,Type,Source,Status,Comment,Jurisdiction,RPC
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Lunenburg,NVDA
Wastewater,Information Point,Municipality Member Knowledge,,Sewer overflow/SSO due to infiltration,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Data Collected in Field,Abandoned, ,Lunenburg,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Town Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Stormwater Permit Plan Interpretation,Existing, ,Jay,NVDA
Wastewater,Sanitary Manhole,Wastewater Division Plans,Existing, ,Jay,NVDA
